1,3	0,78	0,18	66,07	25,44	8,34	11,2	8,01	28,01	9,03	7,63	21,43	8	1,05	6,76	42,33	6,3	13,2	6,75	26,17	0,98	4,7	3,9	4,8
1,45	0,95	0,18	43,05	19,19	14,63	18,31	15,43	35,93	15,59	9,46	25,24	11,14	1,18	6,5	60,63	5,66	19,51	2,69	39,19	1,89	4,7	3,9	4,8
0,63	0,44	0,25	304,2	56,43	21,2	23,79	18,23	27,17	10,3	7,68	24,87	4,97	0,65	8,04	30,37	7,78	17,01	4,05	22,42	1,37	4,7	3,9	4,8
1,34	0,63	0,32	23,72	10,85	24,17	26,99	23,76	17,3	11,43	7,61	19,19	8,61	1,13	3,94	33,89	10,45	16,61	5,12	22,55	1,31	4,7	3,9	4,8
1,15	0,69	0,15	83,03	22,65	7,95	9,54	7,79	23,96	10,77	7,07	25,81	7,55	1,07	7,06	51,37	5,7	15,44	3,2	31,38	1,25	4,7	3,9	4,8
1,15	0,76	0,05	320,04	50,65	18,45	23,33	17,09	24,91	10,95	7,88	44,99	6,58	0,84	4,98	46,44	2,89	14,66	5,55	24,77	1,11	4,7	3,9	4,8
1,26	0,67	0,17	41,08	16,76	9,69	12,06	10,34	27,1	12,87	7,71	21,86	8,31	1,08	5,41	41,13	6,63	15,59	4,38	26,68	1,21	4,7	3,9	4,8
1,72	0,6	0,07	39,7	13,86	9,01	11,27	9,27	33,72	16,55	10,56	33,29	12,05	1,14	2,6	36,33	6,21	14,22	7,65	51,56	1,4	6	3,4	4,2
1,05	0,56	0,13	51,71	25,2	6,7	19,32	11,4	28,63	11,74	4,14	7,47	3,27	0,79	4,94	54,79	5,92	22,15	59,35	33,7	0,92	1	1,2	4,2
1,48	0,73	0,12	23,63	10,3	20,29	24,46	19,93	29,07	14,84	9,31	25,1	10,57	1,14	3,33	82,35	4,48	15,72	209,87	20,52	1,43	1	1,2	4,2
1,52	0,96	0,18	36,83	18,93	14,78	25,94	15,12	17,26	5,86	3,46	9,46	4,06	1,18	7,21	55,8	4,53	11,37	112,74	14,69	0,39	1	1,2	4,2
1,36	0,91	0,18	252,22	54,05	5,98	5,64	3,57	25,46	6,92	6,51	16,11	2,99	0,46	3,62	164,29	1,83	7,92	192,51	19,88	0,52	1	1,2	4,2
1,37	0,83	0,23	50,48	15,8	25,66	42,25	27,77	26,98	6,6	3,9	15,11	4,55	1,17	5,66	92,53	4,49	15,2	73,6	17,66	0,59	1	1,2	4,2
0,57	0,38	0,09	114,17	37,92	5,38	9,15	5,31	91,4	23,88	13,74	26,11	8,78	0,64	7,32	133,64	8,8	18,06	0,263	106,95	2,48	7,4	4,2	5,7
0,76	0,61	0,14	37,6	16,67	4,37	13,27	6,9	59,83	16,67	5,91	11,14	2,94	0,5	23,16	139,1	8,26	15,32	1,91	87,83	1,14	4,7	3,9	4,8
0,67	0,48	0,02	100,96	31,65	3,01	4,35	3,01	76,7	21,58	9,3	9,57	2,95	0,32	44,72	137,9	7	22,82	1,62	58,78	1,95	4,7	3,9	4,8
1,03	0,31	0,02	116,17	36,18	3,29	4,92	3,29	30,63	11,02	6,1	11,85	3,76	0,62	8,45	42,52	13,26	17,16	1,41	70,47	1,1	4,7	3,9	4,8
0,99	0,49	0,11	141,53	36,99	2,83	3,86	2,83	60,53	5,21	2,46	11,98	3,1	1,26	4,89	48,03	11,86	14,46	2,32	63,3	0,42	4,7	3,9	4,8
2,83	2,51	1,68	100	43,19	3,47	4,61	3	42,41	27,1	17,51	15,96	5,42	0,34	13,97	93,69	6,53	15,78	3,08	40,55	2,34	6,8	1,7	4,2
2,59	2,29	1,5	93,41	41,57	2,3	4,82	3,17	39,4	25,17	8,64	16,69	3,2	0,37	14,65	91,87	6,56	12,96	4,31	20,41	1,03	6,8	1,7	4,2
0,66	0,31	0,05	127,6	34,14	3	4,94	3	46,33	14,98	8,6	12,7	3,46	0,4	9,98	50	11	18,48	3,3	49,85	1,68	4,7	3,9	4,8
0,84	0,46	0,04	123,23	36,24	3,75	5,43	3,75	58,5	21,66	11,61	14,6	3,91	0,35	4,62	64,61	7,02	16,01	2,29	69,43	1,76	4,7	3,9	4,8
1,06	0,48	0,22	59,55	16,99	8,39	7,6	5,89	23,75	11,93	9,21	61,33	13,12	1,43	48,77	27,99	11,29	8,31	0,41	36,88	0,66	5,3	3	4
1,4	1,07	0,08	45,35	25,8	7,03	7,73	6,63	44,03	23,16	14,19	12,13	6,57	0,46	38,22	20,73	7,52	6,54	4,53	33,93	0,93	4,7	3,9	4,8
2,06	1,31	0,22	223,95	44,59	11,29	10,62	8,26	37,4	10,67	8,1	43,55	13,72	1,69	5,66	37,59	7,14	12,2	2,92	18,74	0,9	4,7	3,9	4,8
0,27	0,19	0,13	44,34	25,9	6,9	9,31	6,63	41,47	20,91	18,48	12,62	7,44	0,4	25,68	23,69	36,41	13,18	3,04	45,14	2,23	4,7	3,9	4,8
0,76	0,16	0,15	55,68	21,3	7,99	10,24	8,01	25,25	4,99	3,04	27,82	9,32	3,07	12,59	34,73	471,09	22,56	1,088	69,06	0,76	7,4	4,2	5,7
0,17	0,07	0,01	88,9	35,77	5,71	6,77	5,28	30,53	9,11	5,95	16,24	6,35	1,07	28,34	49,18	57,86	21,74	26541	4,71	1,29	7,2	4,2	3,2
1,31	0,63	0,05	45,04	20,53	9,8	9,96	6,38	19,69	9,88	8,45	13,17	6	0,71	67,5	39,42	9,26	17,39	3,34	44,44	1,12	4,7	3,9	4,8
0,46	0,17	0,01	97,25	40,92	14,48	19,23	13,6	28,57	19,71	13,55	15,63	7,29	0,54	7,92	27,4	9,15	18,57	4,65	38,56	2,2	4,7	3,9	4,8
1,54	1,08	0,14	69,01	27,67	6,31	9,39	5,63	27,19	12,41	8,12	22,08	8,28	1,02	9,01	40,04	4,68	19,31	3,56	24,01	1,34	4,7	3,9	4,8
0,97	0,42	0,01	54,06	19,88	13,75	16,01	13,73	44,95	12,28	7,69	40,76	12,5	1,63	5,15	62,08	9,22	12,14	4,84	26,04	0,87	4,7	3,9	4,8
0,99	0,5	0,14	47,37	10,4	8,47	8,87	4,65	22,24	3,79	4,81	19,18	3,62	0,75	4,93	95,21	3,44	8,73	4,56	33,54	0,63	3,5	3	4
1,29	1,13	0,53	40,2	25,92	8,23	12	7,79	30,54	20,77	18,76	13,1	8,53	0,45	30,72	110,29	6,56	14,6	0,653	39,02	2,74	20	3	7
3,26	2,46	0,13	269,72	47,4	15,98	20,18	16,32	23,53	10,74	6,93	29,85	4,89	0,71	4,22	29,43	1,41	15,39	3,67	23,17	1,09	4,7	3,9	4,8
1,09	0,61	0,18	37,99	12,17	20,62	22,7	18,18	23,03	11,02	7,84	27,31	7,74	0,99	3,78	51,04	4,63	11,35	8,24	38,2	0,93	3,3	2,5	6,6
1,42	0,93	0,6	14,29	5,61	28,03	31,46	25,34	4,81	3,65	3,2	26,63	10	3,13	16,73	20,48	18,04	36,58	6,11	13,26	0,9	4,7	3,9	4,8
0,92	0,48	0,33	19,91	14,36	30,39	6,38	5,68	46,74	27,1	121,84	21,01	15,51	0,13	3,48	29,39	12,84	5,17	17,26	18,66	6,3	9,6	5,4	8
1,6	1,03	0,56	23,15	8,63	16,43	16,17	14,07	30,73	13,79	12,87	44,21	13,38	1,04	4,66	63,88	4,95	20,47	1,66	0	2,4	9,9	6,8	5,2
1,06	0,58	0,11	84,94	35,27	7,58	9,03	7,72	41,13	16,07	10,01	23,12	9,16	0,92	4,69	42,25	6,32	11,4	9,18	39,22	1,13	6	3,4	4,2
2,19	1	0,23	44,19	17,51	7,98	9,41	7,61	26,28	12,82	7,85	25,14	9,93	1,27	4,02	38,43	6,25	8,42	10,09	49,55	0,84	6	3,4	4,2
1,79	0,87	0,18	154,84	40,01	11,85	14,31	12,47	37,03	19,16	11,74	31,56	13,29	1,13	3,76	40,11	5,49	16,55	6,09	49,58	1,92	6	3,4	4,2
1,03	0,32	0,11	142,5	38,66	18,18	24,28	15,98	26,84	13,11	10,12	33,59	9,53	0,94	5,79	37,92	10,47	10,49	10,69	46,8	1,08	6	3,4	4,2
1,41	0,93	0,22	214,52	43,73	7,68	6,76	5,33	34,81	9,32	7,64	24	4,15	0,54	3,51	255,93	1,92	8,74	138,27	13,03	0,67	1	1,2	4,2
0,4	0,08	0,08	35,56	21,37	5,41	7,73	3,56	38,3	20,21	18,77	9,18	5,62	0,3	62,1	43,74	11,72	13,09	0,126	59,89	2,46	5,3	3	4
1,07	0,71	0,26	34,3	20,11	12,26	15,53	9,45	43,75	19,16	18,34	14,95	8,5	0,46	50,07	62,7	7,73	13,15	3,94	45,73	2,43	6	3,4	4,2
0,68	0,37	0,02	146,07	41,96	2,58	4,41	2,58	55,21	11,42	6,27	11,89	3,41	0,54	3,15	97,1	6,49	15,98	1,89	67,37	0,93	4,7	3,9	4,8
1,1	0,61	0,01	131,97	35,96	3,91	5,06	3,91	45,11	19,61	8,46	12,91	3,4	0,4	2,39	203,19	2,72	13,69	2,74	58,29	1,07	4,7	3,9	4,8
0,76	0,47	0,08	126,32	36,78	3,07	4,77	3,07	38,2	13,7	7,08	11,24	3,2	0,46	6,79	55,32	6,81	13,67	2,74	64,38	0,98	4,7	3,9	4,8
1,15	0,59	0,01	84,84	24,82	2,23	3,42	2,23	15,27	3,57	2,47	10,54	2,78	1,14	15,58	47,88	6,66	15,52	3,51	99,44	0,34	4,7	3,9	4,8
0,93	0,73	0,05	176,34	52,49	2,48	2,86	1,88	19,41	9,64	5,93	14,53	3,66	0,62	12,17	76,07	5,38	24,36	1,97	64,6	1,25	6,8	1,7	4,2
0,86	0,5	0,2	55,03	23,67	3,65	6,4	3,65	64,6	19,64	11,79	6,34	2,53	0,21	1,9	156,64	6,32	14,19	1,19	71,55	1,74	4,7	3,9	4,8
0,67	0,34	0,05	99,46	32,75	3,57	4,86	3,57	44,93	14,08	7,16	10,88	3,38	0,48	16,59	58,92	12,7	12,4	3,49	67,03	0,84	4,7	3,9	4,8
0,86	0,34	0,04	169,94	42,1	1,67	2,99	1,67	57,15	12,33	16,3	22,75	5,74	0,35	6,26	106,21	6,14	16,11	3,9	35,13	1,82	4,7	3,9	4,8
1,2	1,16	0,15	13,37	8,27	19,71	24,6	13,23	11,5	2,83	2,96	8,89	4,92	1,66	807,05	74,46	5,59	13,4	14586	10,28	0,4	7,2	4,2	3,2
1,52	1,16	0,01	188,49	57,49	2,56	3,76	2,1	5,9	4,44	2,56	9,92	2,94	1,15	12,73	22,2	4,26	15,04	5065	21,9	0,38	7,2	4,2	3,2
0,98	0,84	0,37	14,11	8,16	21,01	29,77	19,84	54,96	11,41	6,9	8,69	5,05	0,73	87,24	103,64	9,25	20,88	30,31	34,15	1,39	4,7	3,9	4,8
1,41	0,37	0,04	7,91	4,55	532,52	637,77	525,12	28,35	5,86	3,8	19,24	11,2	2,95	6	36,13	25,01	16,89	2,04	15,98	0,63	4,7	3,9	4,8
1,6	0,89	0,21	111,65	38,35	6,61	8,4	6,39	33,89	8,32	4,5	18,42	6,96	1,55	6,43	57,04	8,89	15,66	3,37	15,94	0,68	4,7	3,9	4,8
1,88	0,98	0,18	21,81	12,67	17,15	20,43	17,01	29,04	11,82	8,22	19,86	11,52	1,4	5,44	32,54	7,38	12,63	3,54	37,3	1,06	4,7	3,9	4,8
1,4	0,77	0,08	41,01	21,33	17,84	18,18	15,74	45,72	15,66	12,42	17,42	9,03	0,73	5,48	60,69	6,06	19,16	4,4	2,82	2,06	4,7	3,9	4,8
1,14	0,86	0,51	0,94	0,25	76,47	118,37	100,61	28,16	11,74	5,79	62,82	12,28	2,12	12,44	21,66	9,92	16,43	2,06	17,01	0,98	4,7	3,9	4,8
0,86	0,49	0,3	91,26	13,93	20,62	23,25	18,5	19,56	8,72	6,14	59,29	7,36	1,2	6,05	109,37	11,33	14,51	5,38	27,82	0,93	4,7	3,9	4,8
1,45	0,96	0,26	154,68	38,75	5,86	4,34	3,34	17,22	6,53	7,15	19,1	4,2	0,59	6,62	153,96	2,28	13,6	227,2	24,63	0,8	1	1,2	4,2
0,86	0,67	0,1	75,01	24,65	3,62	5,58	3,62	64,39	16,91	8,49	8,12	2,64	0,31	28,24	97,31	9,45	26,87	1,5	77,31	2,05	4,7	3,9	4,8
0,91	0,36	0,03	178,79	39,26	3,07	5,29	3,07	45,84	15,77	6,85	13,48	2,85	0,42	14,41	63,49	8,53	15,52	2,07	63,89	1,13	4,7	3,9	4,8
0,93	0,48	0,02	87,78	25,14	4,34	3,88	3,03	13,65	8,92	7	35,03	9,55	1,37	54,18	49,06	9,09	11,74	0,965	57,06	0,96	5,3	3	4
0,81	0,16	0,1	67,13	27,32	9,59	12,57	9,76	24,36	5,81	3,36	20,18	8,08	2,4	8,32	37,29	116,66	17,3	3,13	27,83	0,59	4,7	3,9	4,8
2,08	1,26	0,28	24,59	14,81	26,89	30,84	25,7	35,34	16,23	11,56	20,36	12,72	1,1	6,73	26,89	6	15,16	3,39	29,22	1,71	4,7	3,9	4,8
1,83	1,09	0,46	40,76	19,92	26,68	27,3	22,74	47,94	21,85	16,74	37,74	17,81	1,06	4,67	40,85	7,57	14,96	5,7	33,69	2,17	4,7	3,9	4,8
0,8	0,59	0,07	91,77	20,4	5,18	10,04	5,18	39,98	6,19	4,26	14,88	3,24	0,76	11,21	96,65	5,18	15,15	2,99	62,2	0,54	4,7	3,9	4,8
1,37	0,83	0,06	54,32	18,71	16,44	19,72	16,27	19,28	4,88	2,86	31,63	10,82	3,79	17,03	24,83	13,76	17,51	1,62	45,71	0,5	4,7	3,9	4,8
1,09	0,46	0,16	52,31	16,93	6,54	9,37	5,25	28,82	6,5	5,25	14,05	4,25	0,81	4,01	59,38	5,47	19,84	4,24	39,79	0,94	3,3	2,5	6,6
2,86	2,03	1,06	1,3	1	420,18	726,94	399,89	26,64	10,06	8,25	9,66	7,43	0,9	7,12	45,61	5,17	12,11	551,72	23,46	1	1	1,2	4,2
0,71	0,38	0,02	85,53	32,91	6,41	8,87	6,41	48,82	15,56	9,08	12,16	4,66	0,51	5,45	69,73	7,61	14,89	2,27	62,15	1,34	4,7	3,9	4,8
0,71	0,39	0,02	110,99	32,77	4,1	5,9	4,1	38,14	14,99	7,21	12,48	3,75	0,52	8,09	66,43	6,64	17,51	2,78	51,83	1,19	4,7	3,9	4,8
1,03	0,33	0,01	81,45	26,98	4,6	6,49	4,6	66,9	8,5	4,13	11,34	3,7	0,91	2,79	88,7	14,62	13,6	2,19	62,29	0,68	4,7	3,9	4,8
2,18	0,89	0,16	5,32	3,61	156,89	183,51	153,33	40,57	10,45	6,55	19,65	13,68	2,09	4,3	29,36	10,98	17	5,1	26,92	1,1	4,7	3,9	4,8
0,39	0,34	0,25	416,08	64,64	14,11	17,98	12,82	41,48	15,05	13,09	19,56	2,98	0,23	8,66	75,06	8,11	13,63	2,18	52,13	1,78	4,7	3,9	4,8
1,53	0,91	0,16	162,47	38,09	1,76	2,14	1,62	32,14	17,75	4,93	8,15	1,41	0,29	8,91	20,88	11,1	18,1	0,44	0	0,8	4,7	3,9	4,8
1,71	0,66	0,31	97,61	38,27	2,39	3	2,49	66,92	12,33	4,62	8,65	3,37	0,73	0,58	33,3	4,54	7,46	1,03	0	0,33	4,7	3,9	4,8
0,47	0,21	0,13	280,43	59,13	1,36	2,34	1,47	77,82	9,5	1,55	4,46	1,22	0,79	6,86	109,06	46,09	10,91	0,96	14,65	0,23	4,7	3,9	4,8
2,6	1,98	1,59	129,22	53,35	1,38	3,11	1,54	28,39	15,67	2	2,05	0,85	0,42	39,79	34,41	13,43	18,28	0,14	0	1,99	4,7	3,9	4,8
3,11	2,23	1,51	129,45	39,63	4,25	1,98	1,97	23,17	8,11	7,55	30,28	7,69	1,02	4,4	55,89	6,26	16,89	1,83	0	0,69	4,7	3,9	4,8
1,76	1,14	0,08	85,29	31,47	1,77	3,18	1,66	13,17	5,62	1,37	3,95	1,22	0,89	12,16	53,69	5,03	60,78	0,14	0	0,54	4,7	3,9	4,8
1,27	1,08	0,29	83,46	19,97	2,35	2,25	1,58	16,25	2,86	1,48	8,77	2,07	1,4	22,77	95,12	3,63	17,31	1,39	30,1	0,31	3,3	2,5	6,6
0,66	0,5	0,35	35,49	18,65	23,62	75,08	51,1	63,23	46,79	8,19	1,74	0,91	0,11	59,74	65	5,68	33,39	0,545	0	4,13	6,2	5	8,5
1,66	0,75	0,33	132,26	45,31	2,53	2,33	1,46	35,13	18,11	8,51	7,8	2,54	0,3	10,24	41,96	9,09	317	0,35	0	2,35	4,7	3,9	4,8
1,74	1,2	0,52	66	31,25	2,44	3,65	2,43	14,69	7,58	3,26	8,67	3,65	1,12	34,1	25,77	10,54	46,69	1,07	0	0,76	4,7	3,9	4,8
1,67	1,02	0,86	12,98	9,51	5,08	19,23	0,86	0,29	0,4	1,06	0,96	0,64	0,6	17,83	14,46	23,26	172,53	0,024	107,05	1,84	30	14	6,6
1,93	0,96	0,15	181,35	44,61	1,49	2,14	1,65	31,25	8,97	1,75	7,68	1,71	0,97	3,59	35,09	6,06	15,72	0,65	0	0,43	4,7	3,9	4,8
1,62	0,97	0,57	80,41	28,89	2,97	3,46	1,93	22,51	3,11	3,02	19,63	6,46	2,14	12,13	7,42	15,24	9,23	0,5	0	0,17	4,7	3,9	4,8
1,64	0,83	0,16	166,59	40,47	1,93	3,77	2	51,06	9,82	3,27	13	2,95	0,9	3,17	42,56	4,44	23,55	0,42	0	2,52	4,7	3,9	4,8
2,64	0,29	0,12	36,83	19,29	3,11	7,95	4,36	50,01	3,65	0,46	1,64	0,87	1,96	2,67	32,32	62,12	16,2	0,3	0	0,38	4,7	3,9	4,8
1,31	1,18	0,23	596	59,83	2,05	2,83	2,1	23,55	7,95	2,59	29,94	3,88	1,5	49,38	63,5	5,25	11,16	1,21	0	0,31	4,7	3,9	4,8
2,27	0,77	0,56	128,08	38,19	2,07	4,47	1,96	32,64	3,01	1,41	6,09	2,22	1,58	4,91	32,68	70,51	9,07	0,66	0	0,23	4,7	3,9	4,8
1,69	0,7	0	98,91	32,81	3,44	4,95	3,31	8,77	1,72	0,86	12,71	4,07	4,76	16,92	17,44	23,57	14,85	2,88	25,03	0,11	4,7	3,9	4,8
1,11	0,49	0,23	341,48	59,54	1,59	2,9	1,6	11,73	1,7	0,39	7,74	1,48	3,82	39,39	9,86	90,63	11,26	1,17	0	0,03	4,7	3,9	4,8
1,93	0,9	0,16	164,92	39,11	2,41	4,09	2,52	17,37	9,38	4,89	24,39	4,43	0,9	10,25	31,45	8,04	11,77	2,89	0	0,5	4,7	3,9	4,8
1,54	0,68	0,05	106,76	36,69	1,49	2,2	1,37	17,82	8,27	3,35	16,07	3,3	0,98	8,18	48,72	7,85	29,16	0,87	0	0,71	6,8	1,7	4,2
1,95	0,95	0,01	461,6	59,44	3,89	4,62	3,45	19,26	7,24	3,82	60,13	9,04	2,36	8,68	26,99	9,66	10,68	4	0	0,22	4,7	3,9	4,8
1,54	1,18	0,52	31,04	15,26	7,63	14,22	8,91	37,55	5,69	3,19	11,16	5,29	1,66	19,54	27,16	5,91	22,92	0,96	22,26	0,5	4,7	3,9	4,8
12,81	11,53	0,18	1684,27	69,82	2,18	0,81	0,46	24,85	6,38	11,18	192,07	4,11	0,37	7,27	32,74	0,53	54,24	2,15	9,11	4,45	4,7	3,9	4,8
0,59	0,27	0,05	89,16	35,63	2,41	3,34	2,31	24,87	20,79	8,82	8,13	2,8	0,36	16,09	42,76	6,03	26,75	1,77	0	2,04	4,7	3,9	4,8
1,02	0,69	0,51	92,99	40,19	2,64	3,62	2,07	44,96	16,15	9,96	11,77	3,83	0,38	4,95	46,02	7,73	8	1,27	2,31	0,68	11	8,3	7,3
1,19	0,61	0,09	442,36	71,14	1,47	2,56	1,56	34,53	6,91	1,75	13,85	2,28	1,31	9,72	27,46	16,98	34,43	0,55	360,67	0,66	4,7	3,9	4,8
7,26	6,12	5,78	58,29	32,74	1,1	1,66	1,1	54,83	13,42	98,81	40,91	19,05	0,19	1,42	150,75	5,96	13,17	7,92	0	5,14	4,7	3,9	4,8
1,56	0,71	0,5	145,38	43,38	2,39	3,04	2,2	43,6	25,76	9,78	11,32	2,74	0,31	7,75	38,34	14,03	19,98	2,21	0	1,6	4,7	3,9	4,8
1,83	1,07	0,14	162,97	51,31	2,55	4,55	1,81	41,55	10,11	6,25	10,99	3,39	0,54	8,05	35,28	5,49	30,83	0,71	0	2,64	4,7	3,9	4,8
1,01	0,71	0,65	327,15	68,24	3,02	4,73	3,09	46,56	16,52	6,43	14,82	3,51	0,55	78,72	29,18	139,99	13,29	1,22	33,69	0,85	4,7	3,9	4,8
0,89	0,5	0,44	163,6	50,51	3,61	2,99	2,06	51,81	18,34	15,17	24,29	7,22	0,48	86,29	42,43	80,08	9,56	3,46	42,34	0,69	4,7	3,9	4,8
1,52	1,04	0,3	174,91	35,65	2,75	5,06	2,83	20,6	11,29	4,34	10,98	2,25	0,61	25,1	53,61	9,96	21,21	3,72	0	0,56	4,7	3,9	4,8
2,18	0,74	0,06	27,01	16,24	3,92	5,8	3,75	53,87	5,63	2,79	5,59	3,1	1,11	2,35	50,74	7,95	6,6	1,43	0	0,49	4,7	3,9	4,8
0,99	0,66	0,4	124,44	20,79	3,68	3,42	2,24	20,5	14,41	10,84	16,05	2,65	0,24	47,98	68,89	20,68	20,25	0,87	15,23	1,29	4,7	3,9	4,8
2,1	0,58	0,2	29,43	15	6,49	9,07	6,25	39,98	4,05	2,56	11,17	5,5	2,15	3,31	45,6	18,95	11,28	1,4	20,38	0,29	4,7	3,9	4,8
1,81	0,64	0,59	124,63	42,61	2,49	4,21	2,53	35,32	4,62	1,83	12,62	3,47	1,4	3,38	21,02	138,41	9,72	5,996	14,06	0,18	3,3	2,5	6,6
2,7	2,48	2,18	182,14	56,33	2,74	3,76	2,59	39,53	18,18	9,61	14,37	4,71	0,49	23,61	33,32	16,83	34,48	2,43	0	3,84	4,7	3,9	4,8
2,76	0,34	0,24	132,97	47,94	2,23	10,25	3,39	73,28	11,04	2,62	8,07	2,84	1,08	0,78	60,68	76,17	11,08	1,11	0	0,49	4,7	3,9	4,8
2,09	1,02	0,68	53,19	20,58	10,45	12,82	9,91	47,65	9,05	5,57	33,27	11,67	2,09	3,05	42,89	16,88	8,34	1,76	13,85	0,44	4,7	3,9	4,8
1,31	0,19	0,1	57,14	26,01	8,49	10,16	6,52	30,75	7,52	5,54	26,03	12,26	2,21	6,55	20,09	108,82	15,34	1,99	6,11	0,62	4,7	3,9	4,8
3,77	2,53	0,42	85,79	37,19	2,14	3,22	2,53	24,74	6,67	1,83	3,53	1,52	0,83	9,91	24,71	4,29	17,47	0,96	9,42	0,45	4,7	3,9	4,8
1,18	0,29	0,03	223,36	61,02	2,44	2,97	2,68	15,59	3,09	1,06	9,87	2,94	2,77	6,24	7,72	23,55	7,96	2,92	19,18	0,1	4,7	3,9	4,8
1,42	0,72	0,68	30,85	15,21	8,17	10,28	8,15	25,57	7,07	4,06	17,8	8,09	1,99	7,15	52,6	157,14	25	1,82	0	1,04	4,7	3,9	4,8
0,68	0,48	0,24	184,39	49,17	3,64	2,3	1,54	46,19	18,54	20,6	31,98	7,06	0,34	33,85	31,37	19,84	22,69	5,52	0	1,78	4,7	3,9	4,8
1,83	1,29	0,95	117,69	26,88	1,74	1,45	0,94	28,12	2,67	1,58	8,77	2,2	1,39	42,4	23,9	9,48	69,17	0,856	51,61	0,58	6,2	5	8,5
0,96	0,43	0,18	75,96	28,59	7,46	9,85	7,46	15,48	2,96	1,62	18,6	7,26	4,47	29,01	25,19	68,68	14,88	0,97	9,93	0,2	6,8	1,7	4,2
1,39	1,03	0,84	107,1	19,77	9,57	11,7	8,51	22,6	4,42	3,21	58,48	8,78	2,74	11,06	71,28	26,88	67,18	1,15	0	2,1	4,7	3,9	4,8
0,92	0,77	0,32	53,78	22,54	9,38	14,24	8,69	48,34	14,41	8,41	22,35	9,61	1,14	52,27	119,19	11,98	22,05	1,21	0	1,8	4,7	3,9	4,8
1,34	0,25	0,17	21,54	10,99	5,65	9,08	5,41	27,74	3,05	1,63	7,07	2,88	1,77	3,69	33,71	63,58	16,59	5,71	0	0,25	4,7	3,9	4,8
1,18	0,69	0,06	84,73	37,71	3,91	5,21	4,36	93,2	34,09	13,88	9,82	4,58	0,33	0,76	310,37	8,82	17,53	1,24	0	2,64	4,7	3,9	4,8
1,46	1,13	1,13	369,42	76,95	2,29	2,18	2,02	67,95	66	42,05	27,61	6,09	0,14	427,41	0,9	1536,77	13,33	2,31	95,01	5,07	4,7	3,9	4,8
1,53	1,07	0,51	76,11	29,57	4,08	4,79	2,94	32	8,41	5,83	10,36	3,55	0,61	12,51	168,38	3,65	18,68	1,18	0	0,97	4,7	3,9	4,8
1,8	1,49	0,57	63,57	16,75	6,03	9,28	6,67	29,83	10,11	4,67	23,61	6,11	1,31	18,14	44,64	5,22	23	2,22	0	1,35	4,7	3,9	4,8
1,74	1,4	0,95	58,98	30,85	4,37	4,89	4,21	45,23	18,68	9,2	11,98	5,67	0,62	7,78	57,36	6,81	27,28	2,14	0	2,55	4,7	3,9	4,8
2,52	1,03	0,32	66,33	30,71	6,17	7,12	5,19	18,07	8,17	5,53	12,79	5,73	1,04	3,55	43,56	6,67	11,31	1,61	0	0,54	4,7	3,9	4,8
3,77	3,2	2,36	80,28	37,65	3,22	3,97	2,06	29,01	17,75	18,71	10,5	5,04	0,27	98,99	44,59	7,14	11,26	6,19	18,17	1,96	4,7	3,9	4,8
1,78	0,9	0,12	73,88	29,79	5,38	8,16	6,3	24,17	11,51	5,23	16,81	5,91	1,13	5,38	47,82	6,46	27,79	0,65	0	1,8	4,7	3,9	4,8
2,36	1,32	0,47	42,3	23,21	4,25	4,71	3,13	30,83	8,73	7,29	10,09	5,52	0,76	3,95	29,35	5,58	19,47	3,57	0	1,11	4,7	3,9	4,8
